ECTRL ID,CO2
194418059.0,54840.66167007831
194418063.0,86315.77129599593
194418071.0,167773.86989348277
194418073.0,34054.06784104089
194418074.0,17124.16961048613
194418075.0,29881.283669931694
194418076.0,141635.27240748893
194418077.0,137244.54348529008
194418078.0,42012.13516206953
194418079.0,31105.492653938345
194418102.0,9235.338987380055
194418140.0,66256.80868881308
194418179.0,115955.86226819038
194418184.0,4102.114245889349
194418233.0,71319.57319280891
194418240.0,79781.80640869493
194418323.0,102352.83415895708
194418349.0,157937.02511044437
194418355.0,7073.943354636802
194418415.0,163758.16212601739
194418448.0,98748.13609644446
194418464.0,246511.43252694898
194418479.0,294865.1886497162
194418508.0,13449.470720798103
194418545.0,170430.8306171918
194418558.0,178163.7808851252
194418604.0,236370.0493808457
194418616.0,31736.504167896255
194418636.0,14900.188933741505
194418672.0,5961.547053836409
194418696.0,183777.02829718994
194418739.0,23488.994856077665
194418740.0,8925.437050749113
194418748.0,10546.528834162677
194418750.0,145051.62382368837
194418798.0,95044.33973311483
194418847.0,7437.248232409367
194418870.0,12526.92291341894
194418875.0,222173.90055464685
194418885.0,12451.19554514486
194418887.0,12135.266397527508
194418909.0,99395.03364204442
194418950.0,13159.756341084996
194418983.0,187220.9260555301
194419038.0,178134.01534093544
194419049.0,12954.226944605498
194419072.0,3494.2539776744215
194419090.0,10308.82616197326
194419120.0,13746.518062207764
194419145.0,5352.784867491444
194419199.0,5190.060704147389
194419229.0,6944.044377987386
194419246.0,30233.68694495502
194419261.0,6000.862907538222
194419264.0,74127.01433607323
194419273.0,9111.280524075248
194419306.0,3855.9393425955463
194419335.0,530820.7944215204
194419337.0,19296.33123011736
194419354.0,250337.4838267506
194419358.0,11416.149298261485
194419365.0,169626.08091208327
194419367.0,6958.603396800055
194419373.0,20192.6386941338
194419375.0,7075.453599375318
194419393.0,7165.257940767122
194419397.0,29724.884438763616
194419411.0,7546.884085357839
194419418.0,5387.893540751614
194419450.0,5634.926522178392
194419452.0,204324.456047827
194419459.0,29909.981476796333
194419483.0,416820.4114943382
194419494.0,9620.106459997765
194419514.0,4692.008728235863
194419521.0,7523.888817800167
194419523.0,17354.711484836644
194419577.0,12630.813555232844
194419579.0,14151.667130528114
194419589.0,216418.7485104212
194419591.0,32578.191760874837
194419619.0,6793.511858979809
194419645.0,10682.552707959101
194419646.0,12389.88124036746
194419649.0,24676.484235617074
194419658.0,10081.930145191121
194419659.0,4310.934470709775
194419662.0,11281.832748742108
194419692.0,8796.43179828252
194419698.0,23592.304968984452
194419713.0,5170.351118746158
194419719.0,4410.517352654695
194419733.0,476198.18031012756
194419752.0,7698.90568941574
194419793.0,5074.623156974624
194419797.0,41336.552892408145
194419811.0,13947.85295128786
194419824.0,8648.634840465089
194419825.0,9789.054436324663
194419842.0,14599.128462972336
194419845.0,11248.737913441748
194419848.0,10969.111279702507
194419852.0,7775.094440222508
194419853.0,7132.282861194674
194419859.0,23288.329177459007
194419877.0,13029.856012072767
194419878.0,15095.841513853215
194419882.0,2215.0724415667105
