ECTRL ID,CO2
215686350.0,444345.82503097045
215686352.0,30234.4171303196
215686353.0,56838.130679425405
215686354.0,145818.46851148206
215686362.0,132535.2168292824
215686363.0,64463.6442941458
215686364.0,114832.76026442208
215686365.0,216614.95301772762
215686366.0,21168.19628283222
215686367.0,138447.522638201
215686368.0,90512.3807437969
215686371.0,32159.088314893288
215686372.0,38890.54748173963
215686373.0,10134.382179764314
215686374.0,342370.95518367545
215686376.0,29972.46022913331
215686378.0,35684.63082393423
215686379.0,42035.20015293015
215686381.0,26133.67511604993
215686382.0,37899.816188577286
215686383.0,25719.892925476805
215686384.0,8820.904906150025
215686385.0,4264.577878201065
215686386.0,5773.136722140356
215686387.0,5982.586618235576
215686388.0,17801.819995349204
215686389.0,184922.2584522524
215686390.0,122150.70319673528
215686391.0,155809.10519907155
215686392.0,299456.0891716509
215686393.0,26440.294213623754
215686394.0,48576.138404917736
215686395.0,10777.189121577698
215686396.0,123975.79767092876
215686397.0,354801.8412477025
215686398.0,34498.00797723601
215686400.0,8612.776038304579
215686401.0,25426.9969043205
215686402.0,335227.3785836727
215686403.0,6424.061806826962
215686404.0,405627.1784527693
215686405.0,23095.922506345418
215686406.0,5256.26196088553
215686407.0,3525.5467541294843
215686412.0,322632.1307774137
215686414.0,9683.490880616391
215686416.0,234156.8145327359
215686417.0,37304.435150863275
215686418.0,236890.45154534455
215686419.0,22609.595381726074
215686421.0,90954.72814717567
215686422.0,98215.62008027165
215686423.0,24886.280825100675
215686424.0,262469.3454344367
215686426.0,14076.934785980895
215686429.0,30848.317430216237
215686430.0,35432.52429658785
215686431.0,221915.22544804998
215686432.0,240876.64673714308
215686433.0,443462.39571942977
215686434.0,77215.70179182095
215686436.0,202821.11992821353
215686438.0,14353.785543416034
215686439.0,334863.4392952741
215686440.0,179703.54586471603
215686444.0,4434.375576875327
215686447.0,93129.76505180952
215686448.0,29049.61482705597
215686449.0,20754.598576915036
215686450.0,139825.99372817104
215686451.0,256479.69370635913
215686452.0,116422.37217664561
215686453.0,213262.11288420545
215686454.0,211782.67646654532
215686456.0,28209.557329473948
215686460.0,84865.25551988072
215686461.0,6718.2187816372625
215686462.0,108668.47206391285
215686463.0,234591.48800865075
215686465.0,27818.404808024676
215686466.0,94890.65245332719
215686467.0,314578.9467947936
215686468.0,168893.78860299618
215686470.0,16657.23093676296
