ECTRL ID,CO2
204938927.0,86368.15187317324
204938931.0,52758.88344723814
204938932.0,144921.57230709016
204938933.0,31659.360288258766
204938939.0,127136.48180385222
204938942.0,15807.1850032644
204938943.0,230925.57837498942
204938945.0,11998.49904523133
204938947.0,130707.70734686601
204938948.0,2009.4451262991247
204938949.0,40680.85619780185
204938950.0,84674.11876824652
204938952.0,194210.6407307487
204938953.0,232998.1715654053
204938954.0,447991.8632965692
204938955.0,87799.8152595799
204938958.0,35343.992233887875
204938959.0,7065.670213131219
204938961.0,222967.20314265956
204938964.0,32131.961663558388
204938965.0,237512.20754539318
204938966.0,7782.781551727252
204939009.0,31622.190316951597
204939060.0,166997.66263037233
204939073.0,96936.47511288399
204939079.0,212602.81086141468
204939101.0,181047.32075689716
204939122.0,132429.23986289752
204939129.0,90334.69750774311
204939152.0,250768.98207622126
204939154.0,178737.79404887342
204939172.0,220246.41342090824
204939184.0,13522.714768249221
204939207.0,81582.11313564621
204939229.0,284141.8941547317
204939231.0,7801.340830819187
204939251.0,1902.6067814017158
204939312.0,250328.54895230013
204939327.0,160871.42428112257
204939351.0,138638.36324619292
204939383.0,16750.716592110082
204939385.0,308199.68041608506
204939443.0,271484.9293499591
204939474.0,144919.97931832745
204939482.0,14043.227032114128
204939492.0,163083.41721926656
204939545.0,209939.2875063903
204939609.0,145983.06791347955
204939610.0,5577.271952921847
204939658.0,10552.357949974215
204939680.0,9500.59193585354
204939692.0,197871.20888348052
204939694.0,201501.89123189976
204939747.0,11059.512366816449
204939764.0,440364.6033795792
204939777.0,161886.55439709738
204939832.0,230609.68612301975
204939835.0,159452.89085590834
204939836.0,483896.4925476623
204939849.0,20769.98087007173
204939865.0,9209.46823870521
204939887.0,7009.806915006018
204939908.0,253861.1050033943
204939917.0,185798.05331696116
204940040.0,3656.3990328430477
204940046.0,285477.82258014404
204940051.0,21963.821918567523
204940059.0,11583.631941732943
204940062.0,10902.77364948082
204940077.0,15039.656545068443
204940085.0,5504.113041904001
204940096.0,579586.7701139085
204940131.0,134860.39512094235
204940134.0,17047.601253463894
204940148.0,4460.665401372507
204940158.0,3751.1589730929945
204940160.0,11261.329553663658
204940161.0,7969.109651879867
204940165.0,3414.6879562219674
204940213.0,4022.2599581971176
204940227.0,58004.63475313885
204940244.0,129388.23550912013
204940247.0,17059.239961667285
204940257.0,7084.209468954248
204940268.0,5815.416192356106
204940284.0,10872.499886060032
204940286.0,3728.4946873348426
204940304.0,10151.722050324071
204940329.0,30950.24638830308
204940337.0,18606.99285270931
204940348.0,10523.868812064178
204940350.0,20220.418152405244
204940366.0,8628.184539431735
204940370.0,5380.670540956733
204940383.0,66450.6598121489
204940388.0,21132.45176705842
204940395.0,9896.457536296146
204940397.0,7366.924282887582
