ECTRL ID,CO2
227743250.0,254781.05943425442
227743251.0,138356.36014861683
227743252.0,139745.78280097805
227743254.0,143424.69931787028
227743264.0,5831.946133485417
227743268.0,173063.63099957153
227743275.0,259283.88661876193
227743279.0,332279.4851209775
227743288.0,9574.062126902061
227743292.0,313559.5864138455
227743297.0,154326.72294027434
227743298.0,7420.126658520181
227743325.0,105924.12209800149
227743333.0,194416.6902955419
227743334.0,2017.1873304314718
227743336.0,171863.87473422987
227743339.0,146427.1098520548
227743340.0,201451.04625154144
227743341.0,103265.86306338366
227743350.0,175473.21125601893
227743361.0,185100.81926228318
227743365.0,254170.67227676106
227743379.0,117342.17796455351
227743390.0,308957.1901476123
227743409.0,19697.77700560359
227743415.0,10907.875703505155
227743426.0,234763.91919055008
227743445.0,104362.7940207656
227743465.0,45136.75267750881
227743479.0,158712.01983514172
227743482.0,20170.756295332183
227743485.0,79262.16038147068
227743506.0,36135.69497773056
227743535.0,228760.56007981065
227743544.0,15282.971018597096
227743580.0,188887.16390316954
227743584.0,39853.5393630133
227743593.0,12913.16538908034
227743610.0,16682.78428609036
227743627.0,7510.642461998014
227743655.0,15062.600560799574
227743666.0,141356.8293967232
227743698.0,35609.2260782205
227743726.0,153572.64499902487
227743730.0,146016.34167506616
227743743.0,165108.81668374003
227743768.0,6302.468136008725
227743780.0,10344.80188375142
227743783.0,176000.12850479322
227743788.0,158113.5888172276
227743797.0,19979.868815615635
227743803.0,263340.89014007756
227743807.0,36837.525215375
227743813.0,315323.8933030009
227743831.0,245973.4086663471
227743836.0,140016.2237576585
227743855.0,160707.00102339473
227743857.0,20570.274350110445
227743862.0,15143.049104021564
227743878.0,32928.925885736346
227743897.0,137373.00686677813
227743905.0,228910.94975928703
227743909.0,219735.57011901523
227743921.0,18392.643218152596
227743945.0,19711.178236379117
227743950.0,214373.34235440666
227743983.0,8392.577516404657
227743996.0,184627.94195935293
227743997.0,5329.6452511992175
227744001.0,153849.4807989587
227744026.0,156474.07973858618
227744038.0,187377.2101231549
227744042.0,134716.79079309173
227744043.0,133984.5486385025
227744047.0,11439.008229865745
227744057.0,114582.68873644297
227744061.0,222046.82419468198
227744064.0,4050.3523997237066
227744066.0,176157.24066496728
227744085.0,12004.141207499819
227744091.0,194467.08823968607
227744095.0,9194.40686720204
227744097.0,15155.16066570281
227744106.0,11660.096786389717
227744109.0,28022.787450427575
227744121.0,203657.13430376363
227744123.0,27586.671997092406
227744130.0,299943.0013078975
227744144.0,129307.2442156465
227744159.0,11345.883150078771
227744169.0,7144.621885881117
227744186.0,11430.34380821241
227744193.0,193007.88399934646
227744247.0,49590.996898317535
227744248.0,18518.3722732476
227744302.0,184848.8820435551
227744321.0,22522.84949886734
227744356.0,11195.003575590767
227744357.0,10463.230946269992
227744402.0,27952.516861199158
227744407.0,10169.557264731362
227744411.0,18360.97933416922
227744412.0,6990.649626412084
227744421.0,154161.96319156713
227744423.0,31688.491828181974
227744427.0,352283.16501203366
227744443.0,13348.206578804125
227744463.0,5549.842303097964
227744483.0,9430.651444572077
227744543.0,122671.38806959071
227744554.0,18628.568565191803
227744575.0,194733.02442339066
227744577.0,23804.702156842694
227744589.0,24541.3452205075
227744593.0,89240.41834775341
227744612.0,4638.908957302999
227744636.0,10107.833702859427
227744646.0,5972.5366786535715
227744659.0,5418.6996645567715
227744662.0,418671.7443347267
227744692.0,6401.225488712231
227744693.0,5238.637848072037
227744698.0,17324.986730422494
227744708.0,3704.958905120042
227744717.0,6666.016241939656
227744721.0,17525.21901016702
227744725.0,16217.978474841666
227744730.0,11959.15249463101
227744732.0,3943.3674718774305
227744739.0,15337.383467464919
227744749.0,3894.1269292473285
227744762.0,11832.538287204145
227744777.0,18020.869420068073
227744779.0,23107.360615621747
227744836.0,30220.633916932697
227744845.0,7727.325355572341
227744856.0,7675.684965288905
227744874.0,17007.510792727036
227744883.0,15073.794304811425
227744888.0,19215.402044339175
227744889.0,6357.717839071431
227744894.0,7452.184070576568
227744899.0,3723.0376993298146
227744905.0,7713.539413050187
227744911.0,24840.15003400053
227744918.0,8594.066094427579
227744938.0,10574.752898204195
227744942.0,3771.8307200273325
227744951.0,6034.727643747228
227744960.0,3356.971316291603
227744971.0,5513.54389964491
227744972.0,9442.611022977175
227744980.0,22835.283490051042
227744986.0,9240.660747801358
227744988.0,83582.76016285417
227744996.0,18652.78379320951
227745001.0,8494.377148537096
227745009.0,57601.47119361621
227745022.0,10005.63068803331
227745023.0,9353.138810510374
227745033.0,2549.9548706694554
227745041.0,4133.423519903166
227745045.0,15575.737306162679
227745046.0,12057.739864403651
227745059.0,3428.821191476408
227745081.0,7674.945499933269
227745091.0,54169.58156263503
227745108.0,34897.822146155675
227745111.0,18126.964426912342
227745114.0,40959.56947503849
227745119.0,13967.074718047441
227745137.0,27048.899453277056
227745156.0,21568.16657255558
227745178.0,13950.927231182826
227745182.0,2335.077990943424
227745195.0,10557.687787563213
227745205.0,26601.032238014963
227745210.0,7667.375895905717
227745213.0,8898.547370358398
227745215.0,11499.744198828168
227745216.0,7524.301505416611
227745218.0,24952.71864411691
227745272.0,6024.455825280745
227745284.0,8063.302540263974
227745287.0,18224.91393176478
227745292.0,8309.00414471636
227745301.0,25161.53881373033
227745302.0,16207.97881516343
227745311.0,10680.16622613988
227745320.0,15943.007362473425
227745323.0,32831.201078361475
227745338.0,31128.192706708945
227745352.0,14927.25793060303
227745370.0,246215.26257621488
227745371.0,7007.366528750191
227745390.0,4878.7932695880745
227745400.0,6013.5391051128445
227745402.0,18226.644714971953
227745412.0,6127.669369174442
227745427.0,22443.63865865439
227745429.0,13734.584444267599
227745430.0,3379.8065530223917
227745434.0,11419.926892404652
227745436.0,9757.87103756885
227745438.0,6460.438958421316
227745445.0,10396.018871192442
227745451.0,45213.96641239833
227745459.0,7055.94849469962
227745464.0,46681.339661174694
227745468.0,9499.007049944463
227745481.0,10124.703525710524
227745507.0,3206.6025536349694
227745517.0,8090.168605876739
227745536.0,9966.525635883414
227745558.0,6896.767439450749
227745561.0,4780.283280538362
227745564.0,16014.817482511946
227745577.0,4416.907114618258
227745599.0,209659.5634391816
227745615.0,11473.824531793663
227745618.0,14287.109043086935
227745632.0,10130.410371890337
227745644.0,130226.30646608456
227745648.0,15831.665913703424
227745659.0,11309.065321175716
227745660.0,6263.3912927783185
227745662.0,4581.283926093675
227745663.0,31333.660598339808
227745666.0,7323.288279993825
227745667.0,16613.164853679184
227745670.0,12245.904197387901
227745720.0,7071.403746957095
227745727.0,10102.582690219871
227745754.0,6571.173905316346
227745770.0,27516.199277209216
227745774.0,8065.835940047596
227745780.0,29542.620851458392
227745784.0,23426.530922333943
227745795.0,17404.598548638605
227745798.0,8302.238975618668
227745799.0,7253.517278772526
227745806.0,9013.550563577248
227745807.0,17528.92980487184
227745819.0,9213.937145503029
227745836.0,7167.072778325316
227745842.0,7831.446694934634
227745852.0,7751.642655009085
227745860.0,17308.06406579882
227745863.0,8128.242648962028
227745867.0,11621.989867431055
227745868.0,2028.8781912689867
227745871.0,6571.784589533045
227745875.0,15005.010841567817
227745892.0,13179.765074783587
227745899.0,7342.1227135345
227745903.0,11597.170602199785
227745906.0,8292.930790371314
227745911.0,11910.556138310496
227745912.0,8258.806585869223
227745927.0,5247.5641084159515
227745930.0,17990.205063468235
227745935.0,13124.029272412732
227745936.0,2754.089801660386
227745949.0,18660.230364666502
227745953.0,3397.957697058774
227745966.0,15486.73959186389
227746000.0,7946.421948538404
227746020.0,17297.84125373112
227746022.0,7321.943000182604
227746027.0,5528.364467414772
227746030.0,8779.677965522296
227746054.0,12612.561875616133
227746055.0,7703.961265304826
227746074.0,3429.6749681749156
227746092.0,5756.6115348938165
227746098.0,11034.360284665214
227746126.0,6083.676264705482
227746131.0,11611.7368177603
227746138.0,10871.686335385659
227746141.0,6530.58985215656
227746153.0,5326.0038599276
227746166.0,4374.864607022901
227746177.0,25764.38385018009
227746182.0,19639.438048939035
227746184.0,15907.78133013395
227746192.0,31231.606336802517
227746193.0,5180.299276447169
227746203.0,13042.53156944773
227746226.0,9902.64200009295
227746229.0,12869.287850878487
227746249.0,8868.645653391175
227746258.0,9041.298306914261
227746268.0,9614.34353181261
227746271.0,19396.37457123504
227746272.0,9145.866906297175
227746275.0,8005.313439509538
227746281.0,9880.159561612661
227746315.0,24151.855984666934
227746329.0,8890.84612384154
227746330.0,16926.5080021672
227746340.0,13775.62274606989
227746342.0,13885.573822007183
227746361.0,25183.60007485552
227746365.0,17338.816838337298
227746372.0,36408.49758845125
227746380.0,4115.302296383045
227746391.0,7908.231219755069
227746397.0,22419.82964412585
227746452.0,3742.21987234564
227746463.0,17599.779466652126
227746467.0,8566.129844025787
227746469.0,8297.812005007521
227746474.0,5546.871243548273
227746483.0,14471.061725651041
227746491.0,2819.6361533554423
227746503.0,27187.88437794811
227746507.0,7357.7567415173635
227746523.0,12974.458990707082
227746535.0,16801.28345324297
227746552.0,7064.5531658652935
227746574.0,6192.609998630836
227746585.0,2094.9018199389684
227746587.0,11999.637334218023
227746608.0,35479.429712839104
227746612.0,6144.76336487254
227746622.0,13043.48521513365
227746644.0,38223.9609475309
227746706.0,9713.726440320796
227746718.0,10772.387424633915
227746727.0,21207.23689935579
227746732.0,4859.9348741020995
227746746.0,7170.926661522586
227746748.0,7330.407008391696
227746749.0,7969.547078046911
227746757.0,11121.12103841592
227746781.0,18413.30923891795
227746789.0,16613.532573095865
227746791.0,9841.412562707474
227746792.0,3043.616076108898
227746804.0,16161.326680941278
227746809.0,12722.692028824029
227746814.0,18759.63506250626
227746815.0,9124.558725792795
227746824.0,38733.04151523953
227746840.0,4247.080436382399
227746843.0,11766.717671213792
227746869.0,19623.782918536177
227746879.0,9861.77726243953
227746894.0,6242.985140629071
227746898.0,5585.738296506737
227746901.0,16385.690149921327
227746902.0,4769.229436091335
227746923.0,28254.036043916698
227746924.0,5303.446359103354
227746926.0,4397.63381741617
227746943.0,6049.161193192363
227746965.0,33054.62329060192
227746968.0,14902.743969807865
227746977.0,11193.330059608412
227746989.0,2767.656757829312
227746995.0,9153.14977282159
227746996.0,21245.42350488596
227747003.0,6335.7808331935985
227747019.0,9871.531197227345
227747034.0,353483.1437774329
227747047.0,5484.092096258586
227747048.0,12390.99333142126
227747055.0,8027.496067509372
227747066.0,8649.56566458884
227747070.0,64071.97306168768
227747081.0,16920.00066111203
227747103.0,11272.545290371576
227747107.0,7021.816556346724
227747109.0,35495.67618385563
227747117.0,7623.736293177458
227747119.0,13055.576640264235
227747123.0,12840.884267629139
227747129.0,24449.9245554186
227747136.0,27910.884469695993
227747162.0,4838.347189472236
227747197.0,10454.336110649825
227747221.0,8055.959301852841
227747222.0,9667.834196442673
227747234.0,29008.95242202893
227747245.0,32286.458350376743
227747250.0,27086.89139417998
227747254.0,80220.84447104287
227747261.0,9521.750548487276
227747266.0,8596.219071238718
227747280.0,14581.588961133368
227747281.0,7859.631131714259
227747317.0,12865.090068828687
227747330.0,43422.746228279386
227747331.0,10456.499392426394
227747333.0,26465.962347986693
227747339.0,7747.073050731406
227747346.0,23600.32330640244
227747349.0,7217.32731699499
227747355.0,53752.59573745583
227747364.0,16177.427734121795
227747368.0,5583.406321482777
227747371.0,5664.524871301354
227747392.0,6246.033285943909
227747399.0,23513.998213408948
227747411.0,7217.97478211402
227747413.0,3562.6244322290154
227747419.0,26094.31169651727
227747423.0,27664.463913097417
227747427.0,148329.6928160935
227747428.0,37888.847098516984
227747430.0,8417.790324209807
227747432.0,11810.352629603896
227747466.0,11012.989654787443
227747471.0,5325.027866509515
227747478.0,25453.255468634117
227747484.0,8801.808306897516
227747487.0,5204.962243464058
